Timestamp,EntryNo,TreeNo,TreeSpeciesName,AnimalInaturalistMeta-ID,AnimalName,AnimalCount,AnimalActivity,AnimalRemarks
2/10/2024 9:18:25,366,339,Peltophorum pterocarpum (Copperpod),-,Birds,2,None,Bird nests are found on tree
2/10/2024 9:18:26,367,339,Peltophorum pterocarpum (Copperpod),198863646,Bugs,1,None,Bark mantis
2/10/2024 9:18:26,368,339,Peltophorum pterocarpum (Copperpod),1988635963,Other Insects / Animals,50,None,Bag worms
2/10/2024 9:23:35,369,340,Leucaena leucocephala (Lead Tree/Subabul),-,Ants / Termites,50,Resting,Termites
2/10/2024 9:30:27,370,341,Milletia pinnata (Pongamia),1988654511,Other Insects / Animals,20,None,Effins found on leaves 
2/10/2024 9:30:28,371,341,Milletia pinnata (Pongamia),198864553,Other Insects / Animals,10,Resting,Insect found
2/10/2024 9:36:39,372,342,Peltophorum pterocarpum (Copperpod),198865196,Other Insects / Animals,2,None,Cocoon
2/10/2024 9:55:44,373,343,Tabebuia aurea (Tree of Gold/Caribbean trumpet tree),-,Spiders,2,None,-
2/10/2024 10:06:11,374,344,Peltophorum pterocarpum (Copperpod),198866751,Other Insects / Animals,5,Flying,Ootica and spider
2/10/2024 10:09:11,375,345,Peltophorum pterocarpum (Copperpod),-,Spiders,1,Flying,Eating 
2/10/2024 10:12:37,376,346,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:14:28,377,347,Unidentified / Other,-,-,0,-,-
2/10/2024 10:18:02,378,348,Peltophorum pterocarpum (Copperpod),-,Ants / Termites,52,None,-
2/10/2024 10:27:55,379,349,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:31:53,380,350,Spathodea campanulata (African Tulip Tree),-,Ants / Termites,50,None,-
2/10/2024 10:39:58,381,351,Unidentified / Other,-,Other Insects / Animals,2,None,-
2/10/2024 10:46:30,382,352,Conocarpus erectus (Button Mangrove),-,-,0,-,-
2/10/2024 10:48:54,383,353,Unidentified / Other,-,Other Insects / Animals,1,None,-
2/10/2024 10:55:23,384,354,Azadirachta indica (Neem),-,Bugs,1,None,Similar to mantis found shaking tail
2/10/2024 10:55:24,385,354,Azadirachta indica (Neem),-,Ants / Termites,50,None,Temites
2/10/2024 10:55:24,386,354,Azadirachta indica (Neem),-,Spiders,1,None,"Webs,"
2/10/2024 10:56:23,387,355,Delonix regia (Gulmohur),-,Birds,1,None,Bharadwaj bird
2/10/2024 11:00:01,388,356,Delonix regia (Gulmohur),-,-,0,-,-
2/10/2024 11:00:47,389,357,Delonix regia (Gulmohur),-,Ants / Termites,50,None,-
2/10/2024 9:41:02,390,358,Unidentified / Other,-,Ants / Termites,50,None,-
2/10/2024 9:44:54,391,359,Azadirachta indica (Neem),-,Ants / Termites,50,None,-
2/10/2024 9:47:49,392,360,Tabebuia aurea (Tree of Gold/Caribbean trumpet tree),-,-,0,-,-
2/10/2024 9:19:21,393,361,Tabebuia rosea (Pink poui),-,-,0,-,-
2/10/2024 9:54:52,394,362,Tabebuia rosea (Pink poui),-,-,0,-,-
2/10/2024 10:10:47,395,363,Leucaena leucocephala (Lead Tree/Subabul),-,Ants / Termites,50,Flying,Black ants
2/10/2024 10:13:47,396,364,Leucaena leucocephala (Lead Tree/Subabul),-,Ants / Termites,100,Flying,Small and big black ants present
2/10/2024 10:19:51,397,365,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 0:12:43,398,366,Samanea saman (Rain tree),-,-,0,-,-
2/10/2024 9:20:06,399,367,Markhamia lutea (Nile Tulip),-,-,0,-,-
2/10/2024 9:21:26,400,368,Millingtonia hortensis (Indian Cork Tree),-,Ants / Termites,50,Flying,Black ants
2/10/2024 9:23:37,401,369,Millingtonia hortensis (Indian Cork Tree),-,-,0,-,-
2/10/2024 9:25:21,402,370,Millingtonia hortensis (Indian Cork Tree),-,Ants / Termites,50,Flying,Lots of ants on bark and moving around the tree
2/10/2024 9:35:19,403,371,Millingtonia hortensis (Indian Cork Tree),-,Ants / Termites,25,Flying,-
2/10/2024 9:28:59,404,372,Delonix regia (Gulmohur),-,-,0,-,-
2/10/2024 9:39:46,405,373,Millingtonia hortensis (Indian Cork Tree),-,Spiders,1,Resting,-
2/10/2024 9:39:46,406,373,Millingtonia hortensis (Indian Cork Tree),-,Ants / Termites,30,Flying,Red Ants
2/10/2024 9:39:46,407,373,Millingtonia hortensis (Indian Cork Tree),-,Ants / Termites,50,Flying,Black ants
2/10/2024 9:54:04,408,374,Millingtonia hortensis (Indian Cork Tree),-,Ants / Termites,50,None,Black ants
2/10/2024 8:33:43,409,375,Peltophorum pterocarpum (Copperpod),-,Rodents / Reptiles,1,Flying,Squirrel 
2/10/2024 8:33:44,410,375,Peltophorum pterocarpum (Copperpod),-,Ants / Termites,50,Flying,"Ants, "
2/10/2024 9:46:12,411,376,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:51:27,412,377,Samanea saman (Rain tree),-,-,0,-,-
2/10/2024 9:55:42,413,378,Alocasia macrorrhizos (Giant Taro),-,Other Insects / Animals,1,None,Frog
2/10/2024 9:59:41,414,379,Delonix regia (Gulmohur),-,-,0,-,-
2/10/2024 10:01:58,415,380,Bambusa vulgaris (Golden Bamboo),-,-,0,-,-
2/10/2024 10:04:23,416,381,Syzygium cumini (Jamun),-,-,0,-,-
2/10/2024 10:09:15,417,382,Ziziphus mauritiana (Ber),-,Birds,2,Flying,-
2/10/2024 10:22:26,418,383,Sterculia foetida (Wild almond),-,-,0,-,-
2/10/2024 8:40:19,419,384,Syzygium cumini (Jamun),-,Ants / Termites,50,Flying,-
2/10/2024 8:40:19,420,384,Syzygium cumini (Jamun),-,Spiders,1,None,-
2/10/2024 8:46:44,421,385,Syzygium cumini (Jamun),-,Ants / Termites,50,None,"Big ants, termite "
2/10/2024 8:53:21,422,386,Terminalia catappa (Indian Almond),-,Ants / Termites,50,Flying,Ants 
2/10/2024 9:19:04,423,387,Tabebuia pallida (Pale Pink Trumpet Tree),-,-,0,-,-
2/10/2024 9:20:36,424,388,Dalbergia sissoo (Indian rosewood),-,Ants / Termites,50,Flying,Ants
2/10/2024 9:24:50,425,389,Leucaena leucocephala (Lead Tree/Subabul),-,Birds,2,None,Crows
2/10/2024 9:28:59,426,390,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:32:54,427,391,Ficus religiosa (Peepal),-,-,0,-,-
2/10/2024 9:45:30,428,392,Ficus religiosa (Peepal),-,-,0,-,-
2/10/2024 10:05:21,429,393,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:08:21,430,394,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 10:10:26,431,395,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:13:22,432,396,Thuja occidentalis (American arborvitae),-,-,0,-,-
2/10/2024 10:14:51,433,397,Hyophorbe lagenicaulis (Bottle Palm),-,-,0,-,-
2/10/2024 10:16:08,434,398,Ficus retusa (Ficus Panda),-,-,0,-,-
2/10/2024 10:17:15,435,399,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:19:46,436,400,Muntingia calabura (Singapore/Jamaican cherry),-,Bugs,1,Flying,Bug
2/10/2024 10:21:13,437,401,Magnolia champaca (Champa),-,Other Insects / Animals,1,Resting,Cocoon on the leaf
2/10/2024 10:22:44,438,402,Nyctanthes arbor-tristis (Night-flowering jasmine),-,-,0,-,-
2/10/2024 9:48:40,439,403,Aegle marmelos (Indian Bael),-,Spiders,1,None,-
2/10/2024 9:48:41,440,403,Aegle marmelos (Indian Bael),-,Ants / Termites,50,None,-
2/10/2024 10:24:03,441,404,Neolamarckia cadamba (Kadamb),-,-,0,-,-
2/10/2024 10:25:32,442,405,Ravenala madagascariensis (Traveller's palm),-,-,0,-,-
2/10/2024 10:27:03,443,406,Plumeria rubra (Frangipani),-,-,0,-,-
2/10/2024 10:30:17,444,407,Tamarindus indica (Tamarind),-,Birds,1,Flying,-
2/10/2024 10:36:50,445,408,Albizia lebbeck (Siris),-,-,0,-,-
2/10/2024 9:50:51,446,409,Phyllanthus emblica (Amla),-,-,0,-,-
2/10/2024 9:52:25,447,410,Tabernaemontana divaricata (Crepe jasmine),-,Ants / Termites,26,None,-
2/10/2024 9:54:46,448,411,Tabebuia rosea (Pink poui),-,-,0,-,-
2/10/2024 9:57:24,449,412,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:59:03,450,413,Parkia biglandulosa (Badminton-ball tree),-,-,0,-,-
2/10/2024 10:00:31,451,414,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:02:28,452,415,Tecoma stans (Golden bell tree),-,-,0,-,-
2/10/2024 8:59:55,453,416,Unidentified / Other,198862635,Ants / Termites,50,Resting,-
2/10/2024 9:17:56,454,417,Albizia amara (Krishna Siris),-,-,0,-,-
2/10/2024 9:19:26,455,418,Holoptelea integrifolia (Indian Elm),-,-,0,-,-
2/10/2024 9:20:40,456,419,Albizia amara (Krishna Siris),-,-,0,-,-
2/10/2024 9:22:47,457,420,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:24:19,458,421,Lannea coromandelica (Indian Ash),-,-,0,-,-
2/10/2024 9:25:32,459,422,Lannea coromandelica (Indian Ash),-,-,0,-,-
2/10/2024 9:28:37,460,423,Lannea coromandelica (Indian Ash),108864732,Ants / Termites,50,Flying,Termites
2/10/2024 9:30:07,461,424,Gardenia gummifera (Gummy cape jasmine),-,-,0,-,-
2/10/2024 9:31:49,462,425,Albizia amara (Krishna Siris),198864945,Ants / Termites,50,Resting,-
2/10/2024 9:34:15,463,426,Lannea coromandelica (Indian Ash),198865068,Ants / Termites,50,Resting,-
2/10/2024 9:02:54,464,427,Terminalia arjuna (Arjuna),198862859,Birds,1,Resting,Bird
2/10/2024 9:34:41,465,428,Terminalia anogeissiana (Axle wood tree),-,-,0,-,-
2/10/2024 9:35:45,466,429,Lannea coromandelica (Indian Ash),-,-,0,-,-
2/10/2024 9:37:31,467,430,Terminalia bellirica (Beheda),-,-,0,-,-
2/10/2024 9:39:54,468,431,Buchanania cochinchinensis (Chirauli Nut),-,-,0,-,-
2/10/2024 9:40:52,469,432,Unidentified / Other,-,-,0,-,-
2/10/2024 9:42:59,470,433,Senna auriculata (Tanner's Cassia),-,-,0,-,-
2/10/2024 9:44:39,471,434,Simarouba glauca (Paradise Tree),-,-,0,-,-
2/10/2024 9:46:23,472,435,Terminalia arjuna (Arjuna),-,-,0,-,-
2/10/2024 9:48:16,473,436,Ficus benghalensis (Banyan),-,-,0,-,-
2/10/2024 9:53:06,474,437,Ficus religiosa (Peepal),198866111,Birds,5,Flying,bullbull
2/10/2024 9:05:11,475,438,Ficus religiosa (Peepal),-,-,0,-,-
2/10/2024 9:56:13,476,439,Unidentified / Other,-,-,0,-,-
2/10/2024 9:57:00,477,440,Lagerstroemia parviflora (Small-flowered Crape Myrtle),-,-,0,-,-
2/10/2024 10:01:21,478,441,Diospyros chloroxylon (Green Ebony Persimmon),-,-,0,-,-
2/10/2024 10:03:21,479,442,Diospyros melanoxylon (Coromandel Ebony),-,-,0,-,-
2/10/2024 10:04:47,480,443,Albizia amara (Krishna Siris),-,-,0,-,-
2/10/2024 10:10:08,481,444,Firmiana colorata (Scarlet Sterculia),-,Birds,1,None,-
2/10/2024 9:06:40,482,445,Bauhinia purpurea (Purple Bauhinia),-,-,0,-,-
2/10/2024 9:08:57,483,446,Bauhinia purpurea (Purple Bauhinia),198863281,Ants / Termites,1,Resting,-
2/10/2024 9:10:57,484,447,Albizia amara (Krishna Siris),-,-,0,-,-
2/10/2024 9:12:10,485,448,Diospyros chloroxylon (Green Ebony Persimmon),-,-,0,-,-
2/10/2024 9:14:54,486,449,Bauhinia purpurea (Purple Bauhinia),-,-,0,-,-
2/10/2024 9:16:36,487,450,Lannea coromandelica (Indian Ash),-,-,0,-,-
2/10/2024 8:36:42,488,451,Ficus racemosa (Country fig),198860822,Ants / Termites,20,Flying,Black Ants
2/10/2024 9:17:59,489,452,Gardenia gummifera (Gummy cape jasmine),-,-,0,-,-
2/10/2024 9:24:37,490,453,Madhuca longifolia (Mahua),198864000,Ants / Termites,10,Flying,Black ants
2/10/2024 9:27:24,491,454,Prosopis juliflora (Vilayati keekar),-,-,0,-,-
2/10/2024 9:35:05,492,455,Ficus benghalensis (Banyan),-,-,0,-,-
2/10/2024 9:40:26,493,456,Terminalia arjuna (Arjuna),-,-,0,-,-
2/10/2024 9:42:34,494,457,Ficus racemosa (Country fig),-,-,0,-,-
2/10/2024 9:44:55,495,458,Ficus religiosa (Peepal),-,Ants / Termites,50,None,-
2/10/2024 9:47:33,496,459,Ficus benghalensis (Banyan),-,-,0,-,-
2/10/2024 9:52:34,497,460,Terminalia arjuna (Arjuna),-,-,0,-,-
2/10/2024 9:55:45,498,461,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 8:41:26,499,462,Unidentified / Other,198861109,Ants / Termites,50,Flying,Red ants
2/10/2024 9:58:13,500,463,Simarouba glauca (Paradise Tree),-,Ants / Termites,50,None,-
2/10/2024 10:00:46,501,464,Albizia amara (Krishna Siris),-,-,0,-,-
2/10/2024 8:44:49,502,465,Ceiba pentandra (White Silk Cotton),-,-,0,-,-
2/10/2024 8:51:05,503,466,Bauhinia purpurea (Purple Bauhinia),-,-,0,-,-
2/10/2024 9:02:30,504,467,Madhuca longifolia (Mahua),-,Ants / Termites,50,None,-
2/10/2024 9:06:12,505,468,Lannea coromandelica (Indian Ash),-,Ants / Termites,50,None,-
2/10/2024 9:09:39,506,469,Diospyros chloroxylon (Green Ebony Persimmon),-,-,0,-,-
2/10/2024 9:12:35,507,470,Lannea coromandelica (Indian Ash),-,-,0,-,-
2/10/2024 9:13:52,508,471,Diospyros chloroxylon (Green Ebony Persimmon),-,-,0,-,-
2/10/2024 8:36:56,509,472,Saraca asoca (Sita Ashoka),-,-,0,-,-
2/10/2024 9:27:28,510,473,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:30:27,511,474,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:33:12,512,475,Azadirachta indica (Neem),-,Birds,1,Resting,Pigeon 
2/10/2024 9:35:20,513,476,Unidentified / Other,-,Ants / Termites,10,None,"Appears like termites, no insects spotted "
2/10/2024 9:38:28,514,477,Gliricidia sepium (Quickstick),-,Rodents / Reptiles,1,Flying,Squirrel family unable to identify as very far 
2/10/2024 9:43:49,515,478,Azadirachta indica (Neem),-,Ants / Termites,50,None,-
2/10/2024 9:48:33,516,479,Albizia lebbeck (Siris),-,Birds,2,Flying,Pigeon species too far and high
2/10/2024 9:50:33,517,480,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:54:33,518,481,Millingtonia hortensis (Indian Cork Tree),-,-,0,-,-
2/10/2024 9:56:22,519,482,Millingtonia hortensis (Indian Cork Tree),-,-,0,-,-
2/10/2024 8:42:46,520,483,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:00:36,521,484,Stereospermum tetragonum (Yellow Snake Tree),-,-,0,-,-
2/10/2024 10:03:14,522,485,Stereospermum tetragonum (Yellow Snake Tree),-,-,0,-,-
2/10/2024 10:05:12,523,486,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:08:37,524,487,Stereospermum tetragonum (Yellow Snake Tree),-,Ants / Termites,40,None,Ant black on trunk 
2/10/2024 10:19:56,525,488,Alstonia scholaris (Saptaparni/Scholar Tree),-,-,0,None,-
2/10/2024 10:19:56,526,488,Alstonia scholaris (Saptaparni/Scholar Tree),-,Spiders,5,Flying,Unable to identify but spider family as moved away quick 
2/10/2024 10:23:16,527,489,Azadirachta indica (Neem),-,Ants / Termites,50,None,Appears to be a termite infestation on trunk. Also there are fungal spores noted on the upper regions. 
2/10/2024 10:30:38,528,490,Ficus microcarpa (Laurel Fig),-,Ants / Termites,50,Flying,"Termite infestation on trunk, black ants "
2/10/2024 10:33:37,529,491,Alstonia scholaris (Saptaparni/Scholar Tree),-,Ants / Termites,50,None,"Red ants, termite infestation, spider web spotted "
2/10/2024 10:41:06,530,492,Albizia lebbeck (Siris),-,-,0,-,-
2/10/2024 10:45:03,531,493,Eucalyptus tereticornis (Forest redgum),-,Ants / Termites,50,None,Can see termite infestation issue 
2/10/2024 8:47:05,532,494,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:50:01,533,495,Eucalyptus tereticornis (Forest redgum),-,-,0,-,-
2/10/2024 10:55:47,534,496,Leucaena leucocephala (Lead Tree/Subabul),-,Other Insects / Animals,1,None,-
2/10/2024 10:56:41,535,497,Unidentified / Other,-,Rodents / Reptiles,1,Flying,Looks like a chameleon but could not take picture as it moved fast 
2/10/2024 8:57:21,536,498,Azadirachta indica (Neem),-,Birds,5,Resting,"Pigeon species, unable to identify  on Merlin as distant "
2/10/2024 9:03:21,537,499,Azadirachta indica (Neem),-,Other Insects / Animals,6,None,"Appears to be 6 wasp nests, no wasps spotted. No other birds or insects "
2/10/2024 9:05:46,538,500,Azadirachta indica (Neem),-,-,0,None,-
2/10/2024 9:13:04,539,501,Unidentified / Other,-,-,0,-,-
2/10/2024 9:17:58,540,502,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:25:40,541,503,Unidentified / Other,-,-,0,-,-
2/10/2024 8:53:02,542,504,Albizia lebbeck (Siris),198862077,Ants / Termites,2,None,Tetraponera rufonigra
2/10/2024 8:53:02,543,504,Albizia lebbeck (Siris),198861971,Spiders,10,Resting,Observed nest
2/10/2024 9:06:53,544,505,Peltophorum pterocarpum (Copperpod),198863068,Ants / Termites,1,Flying,-
2/10/2024 9:15:16,545,506,Senna siamea (Siamese Cassia),198863579,Other Insects / Animals,1,Resting,house fly
2/10/2024 9:24:16,546,507,Senna siamea (Siamese Cassia),198863900,Ants / Termites,50,Flying,Tapunoma Melanocephalum
2/10/2024 9:24:16,547,507,Senna siamea (Siamese Cassia),198864063,Ants / Termites,50,Flying,Formicibae
2/10/2024 8:33:49,548,508,Delonix regia (Gulmohur),-,-,0,-,-
2/10/2024 10:02:31,549,509,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:13:51,550,510,Unidentified / Other,-,-,0,Flying,-
2/10/2024 10:21:08,551,511,Unidentified / Other,-,-,0,-,-
2/10/2024 10:48:38,552,512,Unidentified / Other,-,-,0,-,-
2/10/2024 11:02:49,553,513,Unidentified / Other,-,-,0,-,-
2/10/2024 11:07:03,554,514,Unidentified / Other,-,Other Insects / Animals,3,None,-
2/10/2024 8:48:41,555,515,Unidentified / Other,-,Other Insects / Animals,1,None,-
2/10/2024 8:57:28,556,516,Unidentified / Other,-,-,0,-,-
2/10/2024 9:11:41,557,517,Unidentified / Other,-,Other Insects / Animals,1,None,-
2/10/2024 9:14:27,558,518,Unidentified / Other,-,-,0,-,-
2/10/2024 9:51:37,559,519,Unidentified / Other,-,-,0,-,-
2/10/2024 9:53:55,560,520,Unidentified / Other,-,Rodents / Reptiles,1,None,-
2/10/2024 9:55:30,561,521,Unidentified / Other,-,Other Insects / Animals,1,None,-
2/10/2024 9:58:04,562,522,Unidentified / Other,-,Other Insects / Animals,1,None,-
2/10/2024 8:50:59,563,523,Peltophorum pterocarpum (Copperpod),-,Other Insects / Animals,1,None,Bee
2/10/2024 9:30:44,564,524,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:33:13,565,525,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 9:35:43,566,526,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 9:37:43,567,527,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 9:39:49,568,528,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 9:45:40,569,529,Bauhinia purpurea (Purple Bauhinia),-,Birds,1,None,Bird nests on tree
2/10/2024 9:49:52,570,530,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:58:12,571,531,Parkia biglandulosa (Badminton-ball tree),-,-,0,-,-
2/10/2024 10:04:53,572,532,Milletia pinnata (Pongamia),-,Other Insects / Animals,1,None,Infestation in leaves. 
2/10/2024 10:07:29,573,533,Phoenix sylvestris (Khajur),-,-,0,-,-
2/10/2024 8:55:43,574,534,Bauhinia purpurea (Purple Bauhinia),-,-,0,-,-
2/10/2024 10:13:25,575,535,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:16:07,576,536,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:21:17,577,537,Albizia lebbeck (Siris),-,-,0,-,-
2/10/2024 10:26:01,578,538,Unidentified / Other,-,-,0,-,-
2/10/2024 10:32:54,579,539,Unidentified / Other,-,-,0,-,-
2/10/2024 10:32:58,580,540,Unidentified / Other,-,-,0,-,-
2/10/2024 9:06:59,581,541,Unidentified / Other,-,-,0,-,-
2/10/2024 9:01:23,582,542,Terminalia catappa (Indian Almond),-,-,0,-,-
2/10/2024 9:08:03,583,543,Manilkara zapota (Chiku sapodilla),-,-,0,-,-
2/10/2024 9:13:03,584,544,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:17:05,585,545,Peltophorum pterocarpum (Copperpod),-,Birds,1,None,Bird nest but cannot identify bird
2/10/2024 9:21:47,586,546,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:27:16,587,547,Unidentified / Other,-,-,0,-,-
2/10/2024 10:00:25,588,548,Tecoma stans (Golden bell tree),-,-,0,-,-
2/10/2024 10:05:32,589,549,Canna indica (Indian Shot),-,-,0,-,-
2/10/2024 9:30:38,590,550,Unidentified / Other,-,-,0,-,-
2/10/2024 10:28:08,591,551,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 10:48:44,592,552,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 10:44:35,593,553,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 9:24:58,594,554,Spathodea campanulata (African Tulip Tree),-,-,0,-,-
2/10/2024 9:28:24,595,555,Tecoma stans (Golden bell tree),-,Ants / Termites,50,Resting,Ants
2/10/2024 10:50:52,596,556,Annona squamosa (Custard Apple),-,-,0,-,-
2/10/2024 10:45:40,597,557,Syzygium cumini (Jamun),-,-,0,-,-
2/10/2024 10:30:30,598,558,Ficus religiosa (Peepal),-,-,0,-,-
2/10/2024 9:34:14,599,559,Libidibia coriaria (Diwi-diwi),-,-,0,-,-
2/10/2024 10:51:12,600,560,Annona squamosa (Custard Apple),-,-,0,-,-
2/10/2024 10:46:26,601,561,Ficus benghalensis (Banyan),-,-,0,-,-
2/10/2024 10:31:31,602,562,Ficus religiosa (Peepal),-,-,0,-,-
2/10/2024 9:35:27,603,563,Spathodea campanulata (African Tulip Tree),-,Birds,1,Flying,Birds
2/10/2024 10:32:24,604,564,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:54:00,605,565,Ficus benghalensis (Banyan),-,-,0,-,-
2/10/2024 10:47:05,606,566,Mangifera indica (Mango - all varieties),-,-,0,-,-
2/10/2024 9:48:26,607,567,Unidentified / Other,-,-,0,-,-
2/10/2024 9:38:22,608,568,Mangifera indica (Mango - all varieties),-,-,0,-,-
2/10/2024 10:57:28,609,569,Phyllanthus emblica (Amla),-,-,0,-,-
2/10/2024 9:43:19,610,570,Azadirachta indica (Neem),-,Birds,3,Resting,Birds
2/10/2024 9:47:26,611,571,Syzygium cumini (Jamun),-,Other Insects / Animals,1,Resting,Dogs
2/10/2024 9:49:29,612,572,Nyctanthes arbor-tristis (Night-flowering jasmine),-,-,0,-,-
2/10/2024 9:54:44,613,573,Alstonia scholaris (Saptaparni/Scholar Tree),-,-,0,-,-
2/10/2024 8:15:03,614,574,Unidentified / Other,-,-,0,-,-
2/10/2024 9:02:01,615,575,Unidentified / Other,-,-,0,-,-
2/10/2024 9:05:37,616,576,Unidentified / Other,-,-,0,None,-
2/10/2024 9:07:36,617,577,Unidentified / Other,-,-,0,-,-
2/10/2024 9:10:47,618,578,Unidentified / Other,-,-,0,-,-
2/10/2024 9:14:23,619,579,Bambusa vulgaris (Golden Bamboo),-,-,0,-,-
2/10/2024 9:15:13,620,580,Polyalthia longifolia (Ashoka),-,-,0,-,-
2/10/2024 9:19:30,621,581,Unidentified / Other,-,-,0,-,-
2/10/2024 9:21:43,622,582,Tecoma stans (Golden bell tree),-,Ants / Termites,10,Flying,Common black ants
2/10/2024 9:52:33,623,583,Acacia nilotica (Babool),-,-,0,None,-
2/10/2024 9:54:12,624,584,Unidentified / Other,-,-,0,-,-
2/10/2024 8:27:44,625,585,Unidentified / Other,-,Ants / Termites,50,None,-
2/10/2024 9:56:04,626,586,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 10:13:01,627,587,Unidentified / Other,-,-,0,-,-
2/10/2024 8:30:58,628,588,Morinda citrifolia (Noni),-,-,0,-,-
2/10/2024 8:31:08,629,589,Unidentified / Other,-,-,0,-,-
2/10/2024 8:36:07,630,589,Unidentified / Other,-,Bugs,20,Resting,White bugs
2/10/2024 8:43:06,631,590,Unidentified / Other,-,-,0,-,-
2/10/2024 8:45:55,632,591,Annona squamosa (Custard Apple),-,-,0,-,-
2/10/2024 8:49:36,633,592,Unidentified / Other,-,Ants / Termites,20,Flying,Common black ants
2/10/2024 8:55:07,634,593,Unidentified / Other,-,-,0,-,-
2/10/2024 0:41:12,635,594,Citrus maxima (Pomelo),-,Birds,20,Flying,Sunbird
2/10/2024 9:56:17,636,595,Annona squamosa (Custard Apple),-,-,0,-,-
2/10/2024 9:59:22,637,596,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:01:38,638,597,Plumeria rubra (Frangipani),-,-,0,-,-
2/10/2024 10:05:11,639,598,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:08:53,640,599,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 10:09:52,641,600,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 10:16:31,642,601,Leucaena leucocephala (Lead Tree/Subabul),-,-,0,-,-
2/10/2024 10:24:17,643,602,Samanea saman (Rain tree),-,-,0,-,-
2/10/2024 10:25:53,644,603,Ceiba pentandra (White Silk Cotton),-,-,0,-,-
2/10/2024 9:12:53,645,604,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:21:45,646,605,Ficus religiosa (Peepal),-,Birds,1,Flying,-
2/10/2024 10:30:48,647,606,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:31:56,648,607,Samanea saman (Rain tree),-,-,0,-,-
2/10/2024 10:33:55,649,608,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 10:38:30,650,609,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 10:39:18,651,610,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:29:39,652,611,Artocarpus heterophyllus (Jackfruit),-,-,0,-,-
2/10/2024 9:34:30,653,612,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:38:14,654,613,Azadirachta indica (Neem),-,-,0,-,-
2/10/2024 9:43:39,655,614,Milletia pinnata (Pongamia),-,-,0,-,-
2/10/2024 9:48:15,656,615,Wodyetia bifurcata (Foxtail Palm),-,-,0,-,-
2/10/2024 9:49:47,657,616,Peltophorum pterocarpum (Copperpod),-,-,0,-,-
2/10/2024 9:53:33,658,617,Ficus benghalensis (Banyan),-,-,0,-,-
2/10/2024 10:05:16,659,618,Plumeria obtusa (White Farangipani),-,-,0,-,-
2/10/2024 10:19:30,660,619,Unidentified / Other,-,-,0,-,-
